index,train_mask,holdout_mask,time_utc,station_id
49,True,False,2021-01-03 01:00:00+00:00,DL009
50,True,False,2021-01-03 02:00:00+00:00,DL009
51,True,False,2021-01-03 03:00:00+00:00,DL009
52,True,False,2021-01-03 04:00:00+00:00,DL009
53,True,False,2021-01-03 05:00:00+00:00,DL009
54,True,False,2021-01-03 06:00:00+00:00,DL009
55,True,False,2021-01-03 07:00:00+00:00,DL009
56,True,False,2021-01-03 08:00:00+00:00,DL009
57,True,False,2021-01-03 09:00:00+00:00,DL009
58,True,False,2021-01-03 10:00:00+00:00,DL009
59,True,False,2021-01-03 11:00:00+00:00,DL009
60,True,False,2021-01-03 12:00:00+00:00,DL009
61,True,False,2021-01-03 13:00:00+00:00,DL009
62,True,False,2021-01-03 14:00:00+00:00,DL009
63,True,False,2021-01-03 15:00:00+00:00,DL009
64,True,False,2021-01-03 16:00:00+00:00,DL009
65,True,False,2021-01-03 17:00:00+00:00,DL009
66,True,False,2021-01-03 18:00:00+00:00,DL009
67,True,False,2021-01-03 19:00:00+00:00,DL009
68,True,False,2021-01-03 20:00:00+00:00,DL009
69,True,False,2021-01-03 21:00:00+00:00,DL009
70,True,False,2021-01-03 22:00:00+00:00,DL009
71,True,False,2021-01-03 23:00:00+00:00,DL009
72,True,False,2021-01-04 00:00:00+00:00,DL009
73,True,False,2021-01-04 01:00:00+00:00,DL009
74,True,False,2021-01-04 02:00:00+00:00,DL009
75,True,False,2021-01-04 03:00:00+00:00,DL009
76,True,False,2021-01-04 04:00:00+00:00,DL009
77,True,False,2021-01-04 05:00:00+00:00,DL009
78,True,False,2021-01-04 06:00:00+00:00,DL009
79,True,False,2021-01-04 07:00:00+00:00,DL009
80,True,False,2021-01-04 08:00:00+00:00,DL009
81,True,False,2021-01-04 09:00:00+00:00,DL009
82,True,False,2021-01-04 10:00:00+00:00,DL009
83,True,False,2021-01-04 11:00:00+00:00,DL009
84,True,False,2021-01-04 12:00:00+00:00,DL009
85,True,False,2021-01-04 13:00:00+00:00,DL009
86,True,False,2021-01-04 14:00:00+00:00,DL009
87,True,False,2021-01-04 15:00:00+00:00,DL009
88,True,False,2021-01-04 16:00:00+00:00,DL009
89,True,False,2021-01-04 17:00:00+00:00,DL009
90,True,False,2021-01-04 18:00:00+00:00,DL009
91,True,False,2021-01-04 19:00:00+00:00,DL009
92,True,False,2021-01-04 20:00:00+00:00,DL009
93,True,False,2021-01-04 21:00:00+00:00,DL009
94,True,False,2021-01-04 22:00:00+00:00,DL009
95,True,False,2021-01-04 23:00:00+00:00,DL009
96,True,False,2021-01-05 00:00:00+00:00,DL009
97,True,False,2021-01-05 01:00:00+00:00,DL009
98,True,False,2021-01-05 02:00:00+00:00,DL009
99,True,False,2021-01-05 03:00:00+00:00,DL009
100,True,False,2021-01-05 04:00:00+00:00,DL009
101,True,False,2021-01-05 05:00:00+00:00,DL009
102,True,False,2021-01-05 06:00:00+00:00,DL009
103,True,False,2021-01-05 07:00:00+00:00,DL009
104,True,False,2021-01-05 08:00:00+00:00,DL009
105,True,False,2021-01-05 09:00:00+00:00,DL009
106,True,False,2021-01-05 10:00:00+00:00,DL009
107,True,False,2021-01-05 11:00:00+00:00,DL009
108,True,False,2021-01-05 12:00:00+00:00,DL009
109,True,False,2021-01-05 13:00:00+00:00,DL009
110,True,False,2021-01-05 14:00:00+00:00,DL009
111,True,False,2021-01-05 15:00:00+00:00,DL009
112,True,False,2021-01-05 16:00:00+00:00,DL009
113,True,False,2021-01-05 17:00:00+00:00,DL009
114,True,False,2021-01-05 18:00:00+00:00,DL009
115,True,False,2021-01-05 19:00:00+00:00,DL009
116,True,False,2021-01-05 20:00:00+00:00,DL009
117,True,False,2021-01-05 21:00:00+00:00,DL009
118,True,False,2021-01-05 22:00:00+00:00,DL009
119,True,False,2021-01-05 23:00:00+00:00,DL009
120,True,False,2021-01-06 00:00:00+00:00,DL009
121,True,False,2021-01-06 01:00:00+00:00,DL009
122,True,False,2021-01-06 02:00:00+00:00,DL009
123,True,False,2021-01-06 03:00:00+00:00,DL009
124,True,False,2021-01-06 04:00:00+00:00,DL009
125,True,False,2021-01-06 05:00:00+00:00,DL009
126,True,False,2021-01-06 06:00:00+00:00,DL009
127,True,False,2021-01-06 07:00:00+00:00,DL009
128,True,False,2021-01-06 08:00:00+00:00,DL009
129,True,False,2021-01-06 09:00:00+00:00,DL009
130,True,False,2021-01-06 10:00:00+00:00,DL009
131,True,False,2021-01-06 11:00:00+00:00,DL009
132,True,False,2021-01-06 12:00:00+00:00,DL009
133,True,False,2021-01-06 13:00:00+00:00,DL009
134,True,False,2021-01-06 14:00:00+00:00,DL009
135,True,False,2021-01-06 15:00:00+00:00,DL009
136,True,False,2021-01-06 16:00:00+00:00,DL009
137,True,False,2021-01-06 17:00:00+00:00,DL009
138,True,False,2021-01-06 18:00:00+00:00,DL009
139,True,False,2021-01-06 19:00:00+00:00,DL009
140,True,False,2021-01-06 20:00:00+00:00,DL009
141,True,False,2021-01-06 21:00:00+00:00,DL009
142,True,False,2021-01-06 22:00:00+00:00,DL009
143,True,False,2021-01-06 23:00:00+00:00,DL009
144,True,False,2021-01-07 00:00:00+00:00,DL009
145,True,False,2021-01-07 01:00:00+00:00,DL009
146,True,False,2021-01-07 02:00:00+00:00,DL009
147,True,False,2021-01-07 03:00:00+00:00,DL009
148,True,False,2021-01-07 04:00:00+00:00,DL009
149,True,False,2021-01-07 05:00:00+00:00,DL009
150,True,False,2021-01-07 06:00:00+00:00,DL009
151,True,False,2021-01-07 07:00:00+00:00,DL009
152,True,False,2021-01-07 08:00:00+00:00,DL009
153,True,False,2021-01-07 09:00:00+00:00,DL009
154,True,False,2021-01-07 10:00:00+00:00,DL009
155,True,False,2021-01-07 11:00:00+00:00,DL009
156,True,False,2021-01-07 12:00:00+00:00,DL009
157,True,False,2021-01-07 13:00:00+00:00,DL009
158,True,False,2021-01-07 14:00:00+00:00,DL009
159,True,False,2021-01-07 15:00:00+00:00,DL009
160,True,False,2021-01-07 16:00:00+00:00,DL009
161,True,False,2021-01-07 17:00:00+00:00,DL009
162,True,False,2021-01-07 18:00:00+00:00,DL009
163,True,False,2021-01-07 19:00:00+00:00,DL009
164,True,False,2021-01-07 20:00:00+00:00,DL009
165,True,False,2021-01-07 21:00:00+00:00,DL009
166,True,False,2021-01-07 22:00:00+00:00,DL009
167,True,False,2021-01-07 23:00:00+00:00,DL009
168,True,False,2021-01-08 00:00:00+00:00,DL009
169,True,False,2021-01-08 01:00:00+00:00,DL009
170,True,False,2021-01-08 02:00:00+00:00,DL009
171,True,False,2021-01-08 03:00:00+00:00,DL009
172,True,False,2021-01-08 04:00:00+00:00,DL009
173,True,False,2021-01-08 05:00:00+00:00,DL009
174,True,False,2021-01-08 06:00:00+00:00,DL009
175,True,False,2021-01-08 07:00:00+00:00,DL009
176,True,False,2021-01-08 08:00:00+00:00,DL009
177,True,False,2021-01-08 09:00:00+00:00,DL009
178,True,False,2021-01-08 10:00:00+00:00,DL009
179,True,False,2021-01-08 11:00:00+00:00,DL009
180,True,False,2021-01-08 12:00:00+00:00,DL009
181,True,False,2021-01-08 13:00:00+00:00,DL009
182,True,False,2021-01-08 14:00:00+00:00,DL009
183,True,False,2021-01-08 15:00:00+00:00,DL009
184,True,False,2021-01-08 16:00:00+00:00,DL009
185,True,False,2021-01-08 17:00:00+00:00,DL009
186,True,False,2021-01-08 18:00:00+00:00,DL009
187,True,False,2021-01-08 19:00:00+00:00,DL009
188,True,False,2021-01-08 20:00:00+00:00,DL009
189,True,False,2021-01-08 21:00:00+00:00,DL009
190,True,False,2021-01-08 22:00:00+00:00,DL009
191,True,False,2021-01-08 23:00:00+00:00,DL009
192,True,False,2021-01-09 00:00:00+00:00,DL009
193,True,False,2021-01-09 01:00:00+00:00,DL009
194,True,False,2021-01-09 02:00:00+00:00,DL009
195,True,False,2021-01-09 03:00:00+00:00,DL009
196,True,False,2021-01-09 04:00:00+00:00,DL009
197,True,False,2021-01-09 05:00:00+00:00,DL009
198,True,False,2021-01-09 06:00:00+00:00,DL009
199,True,False,2021-01-09 07:00:00+00:00,DL009
200,True,False,2021-01-09 08:00:00+00:00,DL009
201,True,False,2021-01-09 09:00:00+00:00,DL009
202,True,False,2021-01-09 10:00:00+00:00,DL009
203,True,False,2021-01-09 11:00:00+00:00,DL009
204,True,False,2021-01-09 12:00:00+00:00,DL009
205,True,False,2021-01-09 13:00:00+00:00,DL009
206,True,False,2021-01-09 14:00:00+00:00,DL009
207,True,False,2021-01-09 15:00:00+00:00,DL009
208,True,False,2021-01-09 16:00:00+00:00,DL009
209,True,False,2021-01-09 17:00:00+00:00,DL009
210,True,False,2021-01-09 18:00:00+00:00,DL009
211,True,False,2021-01-09 19:00:00+00:00,DL009
212,True,False,2021-01-09 20:00:00+00:00,DL009
213,True,False,2021-01-09 21:00:00+00:00,DL009
214,True,False,2021-01-09 22:00:00+00:00,DL009
215,True,False,2021-01-09 23:00:00+00:00,DL009
216,True,False,2021-01-10 00:00:00+00:00,DL009
217,True,False,2021-01-10 01:00:00+00:00,DL009
218,True,False,2021-01-10 02:00:00+00:00,DL009
219,True,False,2021-01-10 03:00:00+00:00,DL009
220,True,False,2021-01-10 04:00:00+00:00,DL009
221,True,False,2021-01-10 05:00:00+00:00,DL009
222,True,False,2021-01-10 06:00:00+00:00,DL009
223,True,False,2021-01-10 07:00:00+00:00,DL009
224,True,False,2021-01-10 08:00:00+00:00,DL009
225,True,False,2021-01-10 09:00:00+00:00,DL009
226,True,False,2021-01-10 10:00:00+00:00,DL009
227,True,False,2021-01-10 11:00:00+00:00,DL009
228,True,False,2021-01-10 12:00:00+00:00,DL009
229,True,False,2021-01-10 13:00:00+00:00,DL009
230,True,False,2021-01-10 14:00:00+00:00,DL009
231,True,False,2021-01-10 15:00:00+00:00,DL009
232,True,False,2021-01-10 16:00:00+00:00,DL009
233,True,False,2021-01-10 17:00:00+00:00,DL009
234,True,False,2021-01-10 18:00:00+00:00,DL009
235,True,False,2021-01-10 19:00:00+00:00,DL009
236,True,False,2021-01-10 20:00:00+00:00,DL009
237,True,False,2021-01-10 21:00:00+00:00,DL009
238,True,False,2021-01-10 22:00:00+00:00,DL009
239,True,False,2021-01-10 23:00:00+00:00,DL009
240,True,False,2021-01-11 00:00:00+00:00,DL009
241,True,False,2021-01-11 01:00:00+00:00,DL009
242,True,False,2021-01-11 02:00:00+00:00,DL009
243,True,False,2021-01-11 03:00:00+00:00,DL009
244,True,False,2021-01-11 04:00:00+00:00,DL009
245,True,False,2021-01-11 05:00:00+00:00,DL009
246,True,False,2021-01-11 06:00:00+00:00,DL009
247,True,False,2021-01-11 07:00:00+00:00,DL009
248,True,False,2021-01-11 08:00:00+00:00,DL009
249,True,False,2021-01-11 09:00:00+00:00,DL009
250,True,False,2021-01-11 10:00:00+00:00,DL009
251,True,False,2021-01-11 11:00:00+00:00,DL009
252,True,False,2021-01-11 12:00:00+00:00,DL009
253,True,False,2021-01-11 13:00:00+00:00,DL009
254,True,False,2021-01-11 14:00:00+00:00,DL009
255,True,False,2021-01-11 15:00:00+00:00,DL009
256,True,False,2021-01-11 16:00:00+00:00,DL009
257,True,False,2021-01-11 17:00:00+00:00,DL009
258,True,False,2021-01-11 18:00:00+00:00,DL009
259,True,False,2021-01-11 19:00:00+00:00,DL009
260,True,False,2021-01-11 20:00:00+00:00,DL009
261,True,False,2021-01-11 21:00:00+00:00,DL009
262,True,False,2021-01-11 22:00:00+00:00,DL009
263,True,False,2021-01-11 23:00:00+00:00,DL009
264,True,False,2021-01-12 00:00:00+00:00,DL009
265,True,False,2021-01-12 01:00:00+00:00,DL009
266,True,False,2021-01-12 02:00:00+00:00,DL009
267,True,False,2021-01-12 03:00:00+00:00,DL009
268,True,False,2021-01-12 04:00:00+00:00,DL009
269,True,False,2021-01-12 05:00:00+00:00,DL009
270,True,False,2021-01-12 06:00:00+00:00,DL009
271,True,False,2021-01-12 07:00:00+00:00,DL009
272,True,False,2021-01-12 08:00:00+00:00,DL009
273,True,False,2021-01-12 09:00:00+00:00,DL009
274,True,False,2021-01-12 10:00:00+00:00,DL009
275,True,False,2021-01-12 11:00:00+00:00,DL009
276,True,False,2021-01-12 12:00:00+00:00,DL009
277,True,False,2021-01-12 13:00:00+00:00,DL009
278,True,False,2021-01-12 14:00:00+00:00,DL009
279,True,False,2021-01-12 15:00:00+00:00,DL009
280,True,False,2021-01-12 16:00:00+00:00,DL009
281,True,False,2021-01-12 17:00:00+00:00,DL009
282,True,False,2021-01-12 18:00:00+00:00,DL009
283,True,False,2021-01-12 19:00:00+00:00,DL009
284,True,False,2021-01-12 20:00:00+00:00,DL009
285,True,False,2021-01-12 21:00:00+00:00,DL009
286,True,False,2021-01-12 22:00:00+00:00,DL009
287,True,False,2021-01-12 23:00:00+00:00,DL009
288,True,False,2021-01-13 00:00:00+00:00,DL009
289,True,False,2021-01-13 01:00:00+00:00,DL009
290,True,False,2021-01-13 02:00:00+00:00,DL009
291,True,False,2021-01-13 03:00:00+00:00,DL009
292,True,False,2021-01-13 04:00:00+00:00,DL009
293,True,False,2021-01-13 05:00:00+00:00,DL009
294,True,False,2021-01-13 06:00:00+00:00,DL009
295,True,False,2021-01-13 07:00:00+00:00,DL009
296,True,False,2021-01-13 08:00:00+00:00,DL009
297,True,False,2021-01-13 09:00:00+00:00,DL009
298,True,False,2021-01-13 10:00:00+00:00,DL009
299,True,False,2021-01-13 11:00:00+00:00,DL009
300,True,False,2021-01-13 12:00:00+00:00,DL009
301,True,False,2021-01-13 13:00:00+00:00,DL009
302,True,False,2021-01-13 14:00:00+00:00,DL009
303,True,False,2021-01-13 15:00:00+00:00,DL009
304,True,False,2021-01-13 16:00:00+00:00,DL009
305,True,False,2021-01-13 17:00:00+00:00,DL009
306,True,False,2021-01-13 18:00:00+00:00,DL009
307,True,False,2021-01-13 19:00:00+00:00,DL009
308,True,False,2021-01-13 20:00:00+00:00,DL009
309,True,False,2021-01-13 21:00:00+00:00,DL009
310,True,False,2021-01-13 22:00:00+00:00,DL009
311,True,False,2021-01-13 23:00:00+00:00,DL009
312,True,False,2021-01-14 00:00:00+00:00,DL009
313,True,False,2021-01-14 01:00:00+00:00,DL009
314,True,False,2021-01-14 02:00:00+00:00,DL009
315,True,False,2021-01-14 03:00:00+00:00,DL009
316,True,False,2021-01-14 04:00:00+00:00,DL009
317,True,False,2021-01-14 05:00:00+00:00,DL009
318,True,False,2021-01-14 06:00:00+00:00,DL009
319,True,False,2021-01-14 07:00:00+00:00,DL009
320,True,False,2021-01-14 08:00:00+00:00,DL009
321,True,False,2021-01-14 09:00:00+00:00,DL009
322,True,False,2021-01-14 10:00:00+00:00,DL009
323,True,False,2021-01-14 11:00:00+00:00,DL009
324,True,False,2021-01-14 12:00:00+00:00,DL009
325,True,False,2021-01-14 13:00:00+00:00,DL009
326,True,False,2021-01-14 14:00:00+00:00,DL009
327,True,False,2021-01-14 15:00:00+00:00,DL009
328,True,False,2021-01-14 16:00:00+00:00,DL009
329,True,False,2021-01-14 17:00:00+00:00,DL009
330,True,False,2021-01-14 18:00:00+00:00,DL009
331,True,False,2021-01-14 19:00:00+00:00,DL009
332,True,False,2021-01-14 20:00:00+00:00,DL009
333,True,False,2021-01-14 21:00:00+00:00,DL009
334,True,False,2021-01-14 22:00:00+00:00,DL009
335,True,False,2021-01-14 23:00:00+00:00,DL009
336,True,False,2021-01-15 00:00:00+00:00,DL009
337,True,False,2021-01-15 01:00:00+00:00,DL009
338,True,False,2021-01-15 02:00:00+00:00,DL009
339,True,False,2021-01-15 03:00:00+00:00,DL009
340,True,False,2021-01-15 04:00:00+00:00,DL009
341,True,False,2021-01-15 05:00:00+00:00,DL009
342,True,False,2021-01-15 06:00:00+00:00,DL009
343,True,False,2021-01-15 07:00:00+00:00,DL009
344,True,False,2021-01-15 08:00:00+00:00,DL009
345,True,False,2021-01-15 09:00:00+00:00,DL009
346,True,False,2021-01-15 10:00:00+00:00,DL009
347,True,False,2021-01-15 11:00:00+00:00,DL009
348,True,False,2021-01-15 12:00:00+00:00,DL009
349,True,False,2021-01-15 13:00:00+00:00,DL009
350,True,False,2021-01-15 14:00:00+00:00,DL009
351,True,False,2021-01-15 15:00:00+00:00,DL009
352,True,False,2021-01-15 16:00:00+00:00,DL009
353,True,False,2021-01-15 17:00:00+00:00,DL009
354,True,False,2021-01-15 18:00:00+00:00,DL009
355,True,False,2021-01-15 19:00:00+00:00,DL009
356,True,False,2021-01-15 20:00:00+00:00,DL009
357,True,False,2021-01-15 21:00:00+00:00,DL009
358,True,False,2021-01-15 22:00:00+00:00,DL009
359,True,False,2021-01-15 23:00:00+00:00,DL009
360,True,False,2021-01-16 00:00:00+00:00,DL009
361,True,False,2021-01-16 01:00:00+00:00,DL009
362,True,False,2021-01-16 02:00:00+00:00,DL009
363,True,False,2021-01-16 03:00:00+00:00,DL009
364,True,False,2021-01-16 04:00:00+00:00,DL009
365,True,False,2021-01-16 05:00:00+00:00,DL009
366,True,False,2021-01-16 06:00:00+00:00,DL009
367,True,False,2021-01-16 07:00:00+00:00,DL009
368,True,False,2021-01-16 08:00:00+00:00,DL009
369,True,False,2021-01-16 09:00:00+00:00,DL009
370,True,False,2021-01-16 10:00:00+00:00,DL009
371,True,False,2021-01-16 11:00:00+00:00,DL009
372,True,False,2021-01-16 12:00:00+00:00,DL009
373,True,False,2021-01-16 13:00:00+00:00,DL009
374,True,False,2021-01-16 14:00:00+00:00,DL009
375,True,False,2021-01-16 15:00:00+00:00,DL009
376,True,False,2021-01-16 16:00:00+00:00,DL009
377,True,False,2021-01-16 17:00:00+00:00,DL009
378,True,False,2021-01-16 18:00:00+00:00,DL009
379,True,False,2021-01-16 19:00:00+00:00,DL009
380,True,False,2021-01-16 20:00:00+00:00,DL009
381,True,False,2021-01-16 21:00:00+00:00,DL009
382,True,False,2021-01-16 22:00:00+00:00,DL009
383,True,False,2021-01-16 23:00:00+00:00,DL009
384,True,False,2021-01-17 00:00:00+00:00,DL009
385,True,False,2021-01-17 01:00:00+00:00,DL009
386,True,False,2021-01-17 02:00:00+00:00,DL009
387,True,False,2021-01-17 03:00:00+00:00,DL009
388,True,False,2021-01-17 04:00:00+00:00,DL009
389,True,False,2021-01-17 05:00:00+00:00,DL009
390,True,False,2021-01-17 06:00:00+00:00,DL009
391,True,False,2021-01-17 07:00:00+00:00,DL009
392,True,False,2021-01-17 08:00:00+00:00,DL009
393,True,False,2021-01-17 09:00:00+00:00,DL009
394,True,False,2021-01-17 10:00:00+00:00,DL009
395,True,False,2021-01-17 11:00:00+00:00,DL009
396,True,False,2021-01-17 12:00:00+00:00,DL009
397,True,False,2021-01-17 13:00:00+00:00,DL009
398,True,False,2021-01-17 14:00:00+00:00,DL009
399,True,False,2021-01-17 15:00:00+00:00,DL009
400,True,False,2021-01-17 16:00:00+00:00,DL009
401,True,False,2021-01-17 17:00:00+00:00,DL009
402,True,False,2021-01-17 18:00:00+00:00,DL009
403,True,False,2021-01-17 19:00:00+00:00,DL009
404,True,False,2021-01-17 20:00:00+00:00,DL009
405,True,False,2021-01-17 21:00:00+00:00,DL009
406,True,False,2021-01-17 22:00:00+00:00,DL009
407,True,False,2021-01-17 23:00:00+00:00,DL009
408,True,False,2021-01-18 00:00:00+00:00,DL009
409,True,False,2021-01-18 01:00:00+00:00,DL009
410,True,False,2021-01-18 02:00:00+00:00,DL009
411,True,False,2021-01-18 03:00:00+00:00,DL009
412,True,False,2021-01-18 04:00:00+00:00,DL009
413,True,False,2021-01-18 05:00:00+00:00,DL009
414,True,False,2021-01-18 06:00:00+00:00,DL009
415,True,False,2021-01-18 07:00:00+00:00,DL009
416,True,False,2021-01-18 08:00:00+00:00,DL009
417,True,False,2021-01-18 09:00:00+00:00,DL009
418,True,False,2021-01-18 10:00:00+00:00,DL009
419,True,False,2021-01-18 11:00:00+00:00,DL009
420,True,False,2021-01-18 12:00:00+00:00,DL009
421,True,False,2021-01-18 13:00:00+00:00,DL009
422,True,False,2021-01-18 14:00:00+00:00,DL009
423,True,False,2021-01-18 15:00:00+00:00,DL009
424,True,False,2021-01-18 16:00:00+00:00,DL009
425,True,False,2021-01-18 17:00:00+00:00,DL009
426,True,False,2021-01-18 18:00:00+00:00,DL009
427,True,False,2021-01-18 19:00:00+00:00,DL009
428,True,False,2021-01-18 20:00:00+00:00,DL009
429,True,False,2021-01-18 21:00:00+00:00,DL009
430,True,False,2021-01-18 22:00:00+00:00,DL009
431,True,False,2021-01-18 23:00:00+00:00,DL009
432,True,False,2021-01-19 00:00:00+00:00,DL009
433,True,False,2021-01-19 01:00:00+00:00,DL009
434,True,False,2021-01-19 02:00:00+00:00,DL009
435,True,False,2021-01-19 03:00:00+00:00,DL009
436,True,False,2021-01-19 04:00:00+00:00,DL009
437,True,False,2021-01-19 05:00:00+00:00,DL009
438,True,False,2021-01-19 06:00:00+00:00,DL009
439,True,False,2021-01-19 07:00:00+00:00,DL009
440,True,False,2021-01-19 08:00:00+00:00,DL009
441,True,False,2021-01-19 09:00:00+00:00,DL009
442,True,False,2021-01-19 10:00:00+00:00,DL009
443,True,False,2021-01-19 11:00:00+00:00,DL009
444,True,False,2021-01-19 12:00:00+00:00,DL009
445,True,False,2021-01-19 13:00:00+00:00,DL009
446,True,False,2021-01-19 14:00:00+00:00,DL009
447,True,False,2021-01-19 15:00:00+00:00,DL009
448,True,False,2021-01-19 16:00:00+00:00,DL009
449,True,False,2021-01-19 17:00:00+00:00,DL009
450,True,False,2021-01-19 18:00:00+00:00,DL009
451,True,False,2021-01-19 19:00:00+00:00,DL009
452,True,False,2021-01-19 20:00:00+00:00,DL009
453,True,False,2021-01-19 21:00:00+00:00,DL009
454,True,False,2021-01-19 22:00:00+00:00,DL009
455,True,False,2021-01-19 23:00:00+00:00,DL009
456,True,False,2021-01-20 00:00:00+00:00,DL009
457,True,False,2021-01-20 01:00:00+00:00,DL009
458,True,False,2021-01-20 02:00:00+00:00,DL009
459,True,False,2021-01-20 03:00:00+00:00,DL009
460,True,False,2021-01-20 04:00:00+00:00,DL009
461,True,False,2021-01-20 05:00:00+00:00,DL009
462,True,False,2021-01-20 06:00:00+00:00,DL009
463,True,False,2021-01-20 07:00:00+00:00,DL009
464,True,False,2021-01-20 08:00:00+00:00,DL009
465,True,False,2021-01-20 09:00:00+00:00,DL009
466,True,False,2021-01-20 10:00:00+00:00,DL009
467,True,False,2021-01-20 11:00:00+00:00,DL009
468,True,False,2021-01-20 12:00:00+00:00,DL009
469,True,False,2021-01-20 13:00:00+00:00,DL009
470,True,False,2021-01-20 14:00:00+00:00,DL009
471,True,False,2021-01-20 15:00:00+00:00,DL009
472,True,False,2021-01-20 16:00:00+00:00,DL009
473,True,False,2021-01-20 17:00:00+00:00,DL009
474,True,False,2021-01-20 18:00:00+00:00,DL009
475,True,False,2021-01-20 19:00:00+00:00,DL009
476,True,False,2021-01-20 20:00:00+00:00,DL009
477,True,False,2021-01-20 21:00:00+00:00,DL009
478,True,False,2021-01-20 22:00:00+00:00,DL009
479,True,False,2021-01-20 23:00:00+00:00,DL009
480,True,False,2021-01-21 00:00:00+00:00,DL009
481,True,False,2021-01-21 01:00:00+00:00,DL009
482,True,False,2021-01-21 02:00:00+00:00,DL009
483,True,False,2021-01-21 03:00:00+00:00,DL009
484,True,False,2021-01-21 04:00:00+00:00,DL009
485,True,False,2021-01-21 05:00:00+00:00,DL009
486,True,False,2021-01-21 06:00:00+00:00,DL009
487,True,False,2021-01-21 07:00:00+00:00,DL009
488,True,False,2021-01-21 08:00:00+00:00,DL009
489,True,False,2021-01-21 09:00:00+00:00,DL009
490,True,False,2021-01-21 10:00:00+00:00,DL009
491,True,False,2021-01-21 11:00:00+00:00,DL009
492,True,False,2021-01-21 12:00:00+00:00,DL009
493,True,False,2021-01-21 13:00:00+00:00,DL009
494,True,False,2021-01-21 14:00:00+00:00,DL009
495,True,False,2021-01-21 15:00:00+00:00,DL009
496,True,False,2021-01-21 16:00:00+00:00,DL009
497,True,False,2021-01-21 17:00:00+00:00,DL009
498,True,False,2021-01-21 18:00:00+00:00,DL009
499,True,False,2021-01-21 19:00:00+00:00,DL009
500,True,False,2021-01-21 20:00:00+00:00,DL009
501,True,False,2021-01-21 21:00:00+00:00,DL009
502,True,False,2021-01-21 22:00:00+00:00,DL009
503,True,False,2021-01-21 23:00:00+00:00,DL009
504,True,False,2021-01-22 00:00:00+00:00,DL009
505,True,False,2021-01-22 01:00:00+00:00,DL009
506,True,False,2021-01-22 02:00:00+00:00,DL009
507,True,False,2021-01-22 03:00:00+00:00,DL009
508,True,False,2021-01-22 04:00:00+00:00,DL009
509,True,False,2021-01-22 05:00:00+00:00,DL009
510,True,False,2021-01-22 06:00:00+00:00,DL009
511,True,False,2021-01-22 07:00:00+00:00,DL009
512,True,False,2021-01-22 08:00:00+00:00,DL009
513,True,False,2021-01-22 09:00:00+00:00,DL009
514,True,False,2021-01-22 10:00:00+00:00,DL009
515,True,False,2021-01-22 11:00:00+00:00,DL009
